TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,AUX_LEFT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2024-04-14 14:08:10.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/event/connected MuseS-6453
2024-04-14 14:08:10.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-04-14 14:08:11.376,0.6855470395255704,0,0.7594697900843372,0.6091517508971341,0.1851712482375472,0,0.2549157280703879,-0.1072470435044456,0.8491069415032509,0,0.2653031142489889,0.4733408114722027,0.4720937134473192,0,0.1010838072886364,0.4793835713384558,1.034182329710977,0,-0.07871791746558653,0.5769897970148047,1277.692307692308,1558.131868131868,913.4432234432235,1065.347985347985,887.2527472527473,904.1758241758242,0.061707,0.050720,0.984131,6.519775,1.375732,4.291687,1,2,2,1,2,88.000000
2024-04-14 14:08:12.373,0.6855470395255704,0,0.2289303798954428,0.6091517508971341,0.1851712482375472,0,-0.07884170271276285,-0.1072470435044456,0.8491069415032509,0,0.3153575153118727,0.4733408114722027,0.4720937134473192,0,0.139453820937635,0.4793835713384558,1.034182329710977,0,-0.07842313308448197,0.5769897970148047,908.2051282051282,1233.772893772894,931.5750915750916,760.7326007326008,828.021978021978,838.0952380952381,0.058289,0.040833,0.981750,6.108551,1.158905,3.663635,1,2,4,1,2,88.000000
2024-04-14 14:08:12.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-04-14 14:08:13.373,0.6855470395255704,0,0.9264317608361726,0.6091517508971341,0.1851712482375472,0,0.2755883331367091,-0.1072470435044456,0.8491069415032509,0,0.4143410313288585,0.4733408114722027,0.4720937134473192,0,0.04371569927134136,0.4793835713384558,1.034182329710977,0,-0.1397905344283867,0.5769897970148047,959.7802197802198,1030.695970695971,887.2527472527473,898.1318681318681,794.1758241758242,792.967032967033,0.061218,0.040710,0.980347,6.175842,1.039276,3.506622,1,2,4,1,2,88.000000
2024-04-14 14:08:14.373,0.6855470395255704,0,0.9692580234081004,0.6091517508971341,0.1851712482375472,0,0.3516006536063189,-0.1072470435044456,0.8491069415032509,0,0.3439168015502412,0.4733408114722027,0.4720937134473192,0,0.0706267277714212,0.4793835713384558,1.034182329710977,0,-0.08717967224036524,0.5769897970148047,1241.025641025641,31.42857142857143,908.2051282051282,1061.318681318681,771.2087912087912,868.7179487179487,0.050110,0.026794,0.971863,6.056213,2.056122,3.259888,1,2,4,1,2,88.000000
2024-04-14 14:08:15.378,0.6855470395255704,0,0.6035576178775094,0.6272949814625125,0.1851712482375472,0,0.1205616182104818,0.4726327601348013,0.8491069415032509,0,0.4313419071190912,0.6525992594412875,0.4720937134473192,0,0.1866488796510919,0.681797511342814,1.034182329710977,0,-0.2179774220221191,0.6594804412082117,1279.304029304029,1495.677655677656,909.0109890109891,1131.831501831502,803.040293040293,847.7655677655678,0.004700,0.000610,0.951599,-1.495361,10.774078,9.241333,1,1,4,1,1,88.000000
2024-04-14 14:08:16.373,0.6855470395255704,0,1.244518510809181,0.6272949814625125,0.1851712482375472,0,0.8137445592965573,0.4726327601348013,0.8491069415032509,0,0.689815559091471,0.6525992594412875,0.4720937134473192,0,0.2293318216877972,0.681797511342814,1.034182329710977,0,-0.3188862040163201,0.6594804412082117,1092.344322344322,1191.868131868132,919.4871794871796,964.6153846153846,954.9450549450549,996.0439560439561,-0.048096,-0.006470,0.982361,6.400146,-0.448608,3.962708,1,1,4,1,1,88.000000
2024-04-14 14:08:17.381,0.6855470395255704,0,0.640348987240153,0.9195631169587691,0.1851712482375472,0,0.3472777177529617,0.4831396282640571,0.8491069415032509,0,0.4452535481940426,1.002469194097786,0.4720937134473192,0,0.0653678207035062,0.6178265335931911,1.034182329710977,0,-0.1848619984002431,0.7050015128457994,1290.18315018315,177.2893772893773,902.5641025641025,1089.52380952381,744.6153846153846,727.2893772893773,-0.019897,0.026184,1.005310,6.759033,5.525360,3.932800,1,1,4,1,1,88.000000
2024-04-14 14:08:18.372,1.101038993252681,0,0.1394204179947428,1.032617702873855,0.8590532923431489,0,-0.01884197885036781,0.7297298788203399,0.8309200320757277,0,0.33408950095273,1.051733274664007,0.5194847827085965,0,-0.02233407528811772,0.5526792177636916,1.192908490186442,0,-0.07650563912169407,0.7147928199698732,1389.70695970696,128.9377289377289,908.2051282051282,1156.813186813187,855.0183150183151,862.6739926739926,-0.114319,0.002136,0.994812,3.618774,-0.216827,-0.059814,1,1,2,1,1,88.000000
2024-04-14 14:08:18.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-04-14 14:08:19.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-04-14 14:08:19.372,1.079990158021769,0,0.5540873351335189,1.114885075681417,0.7596003543833938,0,0.1401541969010195,0.8695094938327533,0.7884736529395189,0,0.5629305039336593,1.044665552856267,0.4876742109910508,0,0.0962929396318562,0.5058496724014087,1.143396761113434,0,0.007057010232207573,0.7184432804654355,1151.172161172161,1407.032967032967,913.040293040293,1023.443223443223,836.0805860805862,892.0879120879121,-0.084778,0.005432,0.965942,7.992706,1.510315,3.386993,1,1,2,1,1,88.000000
2024-04-14 14:08:20.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-04-14 14:08:20.378,1.079990158021769,0,0.4150038219713673,1.114885075681417,0.7596003543833938,0,0.418531355254101,0.8695094938327533,0.7884736529395189,0,0.3538251067028959,1.044665552856267,0.4876742109910508,0,0.06939381857303299,0.5058496724014087,1.143396761113434,0,-0.1840869091046101,0.7184432804654355,977.5091575091575,176.4835164835165,822.7838827838829,903.3699633699634,828.8278388278388,776.4468864468864,-0.133545,0.033936,0.941650,11.275024,6.631927,29.727783,1,1,4,1,1,88.000000
2024-04-14 14:08:20.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-04-14 14:08:21.372,1.079990158021769,0,0.8540192714530023,1.076887727375081,0.7596003543833938,0,0.5197987442049116,1.067151139819586,0.7884736529395189,0,0.667417041129144,0.9987667952267943,0.4876742109910508,0,0.1687486574603427,0.7028522277698812,1.143396761113434,0,-0.220043605897074,0.4527321248276195,1142.710622710623,62.85714285714286,891.2820512820513,1038.351648351648,838.901098901099,803.4432234432235,0.013000,0.024109,0.966187,9.959106,-7.536621,2.385101,1,1,4,1,1,88.000000
2024-04-14 14:08:22.372,1.079990158021769,0,0.741899374012071,0.9345945432268979,0.7596003543833938,0,0.1164735398392279,0.8948608939384239,0.7884736529395189,0,0.6474471206240947,0.9459842937321414,0.4876742109910508,0,0.09907385119640967,0.6136557999218417,1.143396761113434,0,-0.1759633149024556,0.4668679952918633,777.2527472527473,0,793.7728937728938,818.3516483516484,795.3846153846154,722.8571428571429,0.190613,-0.200134,0.982361,-3.947754,-30.041809,-7.028198,1,1,4,1,1,88.000000
2024-04-14 14:08:22.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-04-14 14:08:22.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-04-14 14:08:23.372,1.079990158021769,0,0.2200588028207862,0.6289426984058211,0.7596003543833938,0,-0.3542651164903445,0.4574600855280401,0.7884736529395189,0,-0.03048924850558788,0.250660057213424,0.4876742109910508,0,0.1057593648884333,0.4452612165796433,1.143396761113434,0,-0.1662410925233707,0.4580804891719317,982.7472527472528,176.8864468864469,853.0036630036631,909.8168498168499,850.5860805860806,852.1978021978023,0.301331,-0.034790,0.917480,12.418976,3.379517,18.265839,1,1,4,1,1,88.000000
2024-04-14 14:08:23.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-04-14 14:08:24.372,1.079990158021769,0,0.5377759637243132,0.6289426984058211,0.7596003543833938,0,-0.2791299197415203,0.4574600855280401,0.7884736529395189,0,0.2432764102292853,0.250660057213424,0.4876742109910508,0,-0.01805509048926645,0.4452612165796433,1.143396761113434,0,-0.03754337709523393,0.4580804891719317,1252.307692307692,169.2307692307692,890.8791208791209,1073.809523809524,865.8974358974359,823.1868131868132,-0.184998,-0.056641,0.922913,3.932800,10.385284,4.157104,1,2,2,1,2,88.000000
2024-04-14 14:08:24.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-04-14 14:08:25.372,1.079990158021769,0,0.6827174092573838,0.6289426984058211,0.7596003543833938,0,0.2665799592384598,0.4574600855280401,0.7884736529395189,0,0.2575062270455837,0.250660057213424,0.4876742109910508,0,0.01903129504063806,0.4452612165796433,1.143396761113434,0,0.001777132795500937,0.4580804891719317,1371.575091575092,168.4249084249084,923.1135531135532,1120.14652014652,862.6739926739926,958.5714285714286,-0.288818,-0.095337,0.928955,12.344208,-6.325378,-2.930908,1,2,4,1,2,88.000000
2024-04-14 14:08:26.384,1.079990158021769,0,0.6417912073145291,0.6289426984058211,0.7596003543833938,0,0.197337267838514,0.4574600855280401,0.7884736529395189,0,0.3273007495759048,0.250660057213424,0.4876742109910508,0,0.2679047450195476,0.4452612165796433,1.143396761113434,0,-0.01534180361932902,0.4580804891719317,1199.92673992674,92.27106227106228,842.9304029304029,1043.186813186813,867.9120879120879,795.7875457875458,-0.236389,-0.064026,0.937683,5.794525,1.472931,4.314117,1,2,4,1,2,88.000000
2024-04-14 14:08:27.372,1.079990158021769,0,0.7432165647607401,0.6289426984058211,0.7596003543833938,0,0.2070634811252583,0.4574600855280401,0.7884736529395189,0,0.4774033799395481,0.250660057213424,0.4876742109910508,0,0.1499262868484993,0.4452612165796433,1.143396761113434,0,-0.1526593295828744,0.4580804891719317,1220.879120879121,159.96336996337,876.3736263736264,1057.692307692308,829.2307692307693,795.3846153846154,-0.207886,-0.069275,0.947144,6.123505,1.861725,3.177643,1,2,4,1,2,88.000000
2024-04-14 14:08:28.381,1.079990158021769,0,0.8598496395553505,0.8221165864004191,0.7596003543833938,0,0.4261802858343964,0.4535420686051428,0.7884736529395189,0,0.3512711014526439,0.6310146562600312,0.4876742109910508,0,-0.1316722857909614,0.3726680136589081,1.143396761113434,0,-0.2608514077129989,0.5974928156443753,860.6593406593407,1012.967032967033,773.2234432234433,826.007326007326,983.5531135531136,830.0366300366301,-0.189209,-0.061340,0.956421,6.280518,-1.286011,5.869293,1,1,2,1,1,88.000000
2024-04-14 14:08:29.375,0.6786272766150133,0,0.02743816824558416,0.3734028370621345,0.04459098273926684,0,-0.06419965968574928,0.1341084723356715,0.6914259514653497,0,0.1322169241915465,0.3764238885503332,0.4843251372978644,0,0.03018257064560575,0.2761522683524275,1.043690588554445,0,-0.2159958193500321,0.4819397856848971,998.4615384615385,1407.032967032967,799.0109890109891,914.2490842490843,850.1831501831502,735.3479853479854,-0.188965,-0.057861,0.958496,6.138458,1.286011,3.446808,1,1,2,1,1,88.000000
2024-04-14 14:08:30.372,0.4491454254143812,0,0.2127900381086692,0.3018945584460568,0.5555971769701951,0,-0.2064674505027927,0.5634128457419748,0.7583163291919285,0,0.0001862116437365833,0.5553896131309213,0.3892132297589354,0,0.05054712992808888,0.3416193105363426,0.9012976876837074,0,-0.191338133219236,0.433926652614474,1104.835164835165,43.51648351648352,822.3809523809524,976.3003663003664,859.047619047619,754.6886446886447,-0.185120,-0.067444,0.954956,6.415100,1.158905,2.841187,1,1,4,1,1,88.000000
2024-04-14 14:08:31.372,0.3932145574283473,0,0.2075477073329671,0.2808177243326976,0.4757727927825076,0,-0.1132687539805011,0.2621942016713377,0.7577423706644479,0,0.2386924063120689,0.5959944024901848,0.4307051613816205,0,0.1688248188311377,0.3171044506540083,0.977157039086386,0,-0.05181507677171851,0.4542760900607484,709.1575091575091,644.2857142857143,734.5421245421246,745.4212454212454,742.6007326007326,578.2051282051282,-0.192200,-0.062012,0.954041,6.385193,1.375732,3.581390,1,1,4,1,1,88.000000
2024-04-14 14:08:32.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2024-04-14 14:08:32.374,0.1913182689787558,0,0.6357035662644945,-0.03884392917736169,0.3816232207814379,0,0.3110991590350867,0.112144556928628,0.4630503765435068,0,0.313419644892422,0.4893543310634261,0.4717954043615342,0,0.1747792152261027,0.2660171297678021,1.062973330884439,0,-0.1627515542619303,0.4748355127770313,826.007326007326,1050.03663003663,761.5384615384615,819.1575091575091,788.9377289377289,819.96336996337,-0.183472,-0.065674,0.959595,6.362762,1.136475,3.461761,1,1,4,1,1,88.000000
2024-04-14 14:08:33.372,0.3273064661398232,0,0.9382991304218762,-0.06123790959718223,0.5398185054451827,0,0.3875702325079735,0.3288943726412265,0.3391100942976501,0,0.3011754808558626,0.4803350352460567,0.4123733563949844,0,-0.06456657412985109,0.244282547254375,1.12396765806433,0,-0.3642142376817494,0.5135767464952505,940.8424908424909,1235.787545787546,789.3406593406594,883.6263736263736,737.7655677655678,717.6190476190476,-0.181641,-0.057800,0.960571,6.736603,0.889740,3.499146,1,1,4,1,1,88.000000
2024-04-14 14:08:34.372,0.357606485686189,0,-0.09566514512080626,-0.02365429698816221,0.1493249534813394,0,-0.2999589541723804,0.1806050885295639,0.4386791318202073,0,0.1157414098850695,0.1355993677568077,0.3224646942999853,0,-0.05954343800056562,0.193944735608039,0.904744252176246,0,-0.2914888741777871,0.4877793740343173,1054.871794871795,26.59340659340659,812.3076923076924,946.0805860805862,812.3076923076924,721.2454212454213,-0.189026,-0.062927,0.958984,6.183319,1.054230,3.207550,1,1,2,1,1,88.000000
2024-04-14 14:08:35.383,0.4177772781831893,0,0.1887400712045935,0.02532857999920723,0.06912865583462929,0,0.01777701840343595,0.1378782124996375,0.3184282506249201,0,0.1299365661339149,0.1841970804207192,0.3071205030719627,0,-0.001909318641969333,0.1700257402970442,0.9341436685990837,0,-0.3659360124782911,0.4930709266950283,684.5787545787546,615.2747252747253,743.8095238095239,732.9304029304029,813.919413919414,680.952380952381,-0.178894,-0.055725,0.959473,6.287994,1.121521,3.132782,1,1,2,1,1,88.000000
2024-04-14 14:08:36.372,-0.03185183063438865,0,0.1782531463309499,0.1696555651323412,0.06738651307783008,0,-0.1457289499419662,-0.04530826119181015,0.5685018264897121,0,-0.1391068083747027,0.5818944991378965,0.4440625501494607,0,0.03097188972203788,0.2178562110169454,0.9870856404817926,0,-0.2865623370746006,0.5335539049416963,581.8315018315019,648.3150183150183,745.0183150183151,424.2857142857143,751.0622710622711,599.1575091575091,-0.187805,-0.072998,1.028625,-1.046753,10.504913,1.278534,1,1,4,1,1,88.000000
2024-04-14 14:08:36.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
